number,sex,age,race,emotion,extra,sex_label,age_adult,age_child,age_senior,age_teen,race_asian,race_black,race_hispanic,race_other,race_white,emotion_funny,emotion_serious,emotion_smiling
3198,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3199,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3200,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3201,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3202,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3203,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3204,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3205,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3206,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3207,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3208,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3209,female,senior,white,smiling,hat+glasses,0,0,0,1,0,0,0,0,0,1,0,0,1
3210,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3211,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
3212,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3213,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3214,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3215,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3216,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3217,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3218,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3219,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3220,female,adult,asian,serious,glasses,0,1,0,0,0,1,0,0,0,0,0,1,0
3221,female,senior,white,smiling,hat,0,0,0,1,0,0,0,0,0,1,0,0,1
3222,female,senior,black,serious,,0,0,0,1,0,0,1,0,0,0,0,1,0
3223,female,senior,black,smiling,hat,0,0,0,1,0,0,1,0,0,0,0,0,1
3224,female,adult,black,smiling,,0,1,0,0,0,0,1,0,0,0,0,0,1
3225,male,senior,white,smiling,,1,0,0,1,0,0,0,0,0,1,0,0,1
3226,male,senior,white,serious,,1,0,0,1,0,0,0,0,0,1,0,1,0
3227,male,senior,white,serious,,1,0,0,1,0,0,0,0,0,1,0,1,0
3228,male,senior,white,serious,,1,0,0,1,0,0,0,0,0,1,0,1,0
3229,male,senior,white,smiling,,1,0,0,1,0,0,0,0,0,1,0,0,1
3230,male,senior,white,smiling,,1,0,0,1,0,0,0,0,0,1,0,0,1
3231,male,senior,white,serious,hat,1,0,0,1,0,0,0,0,0,1,0,1,0
3232,male,senior,white,serious,,1,0,0,1,0,0,0,0,0,1,0,1,0
3233,male,senior,white,smiling,,1,0,0,1,0,0,0,0,0,1,0,0,1
3234,male,senior,white,smiling,,1,0,0,1,0,0,0,0,0,1,0,0,1
3235,male,senior,white,serious,,1,0,0,1,0,0,0,0,0,1,0,1,0
3236,male,senior,white,serious,,1,0,0,1,0,0,0,0,0,1,0,1,0
3237,male,senior,white,serious,,1,0,0,1,0,0,0,0,0,1,0,1,0
3238,male,senior,white,serious,,1,0,0,1,0,0,0,0,0,1,0,1,0
3239,male,senior,white,serious,,1,0,0,1,0,0,0,0,0,1,0,1,0
3240,male,senior,white,serious,,1,0,0,1,0,0,0,0,0,1,0,1,0
3241,male,senior,white,smiling,,1,0,0,1,0,0,0,0,0,1,0,0,1
3242,male,senior,white,smiling,,1,0,0,1,0,0,0,0,0,1,0,0,1
3243,male,senior,white,serious,,1,0,0,1,0,0,0,0,0,1,0,1,0
3244,male,senior,white,serious,moustache+beard,1,0,0,1,0,0,0,0,0,1,0,1,0
3245,male,senior,white,smiling,moustache+beard,1,0,0,1,0,0,0,0,0,1,0,0,1
3246,male,senior,white,serious,,1,0,0,1,0,0,0,0,0,1,0,1,0
3247,male,senior,white,smiling,,1,0,0,1,0,0,0,0,0,1,0,0,1
3248,male,senior,white,smiling,,1,0,0,1,0,0,0,0,0,1,0,0,1
3249,male,senior,white,serious,,1,0,0,1,0,0,0,0,0,1,0,1,0
3250,male,senior,white,smiling,,1,0,0,1,0,0,0,0,0,1,0,0,1
3251,male,senior,white,smiling,,1,0,0,1,0,0,0,0,0,1,0,0,1
3252,male,senior,other,serious,hat+moustache+beard,1,0,0,1,0,0,0,0,1,0,0,1,0
3253,male,adult,black,smiling,,1,1,0,0,0,0,1,0,0,0,0,0,1
3254,male,adult,black,serious,,1,1,0,0,0,0,1,0,0,0,0,1,0
3255,male,senior,black,smiling,moustache+beard,1,0,0,1,0,0,1,0,0,0,0,0,1
3256,male,senior,black,smiling,moustache+beard,1,0,0,1,0,0,1,0,0,0,0,0,1
3257,male,senior,black,smiling,moustache+beard,1,0,0,1,0,0,1,0,0,0,0,0,1
3258,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3259,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3260,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3261,female,adult,white,serious,hat,0,1,0,0,0,0,0,0,0,1,0,1,0
3262,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3263,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3264,female,senior,white,serious,glasses,0,0,0,1,0,0,0,0,0,1,0,1,0
3265,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3266,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3267,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3268,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3269,male,senior,white,smiling,,1,0,0,1,0,0,0,0,0,1,0,0,1
3270,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3271,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3272,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3273,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3274,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3275,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3276,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3277,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3278,female,senior,white,smiling,glasses,0,0,0,1,0,0,0,0,0,1,0,0,1
3279,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3280,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3281,male,senior,white,serious,,1,0,0,1,0,0,0,0,0,1,0,1,0
3282,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3283,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3284,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3285,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3286,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3287,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3288,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3289,female,senior,white,serious,hat,0,0,0,1,0,0,0,0,0,1,0,1,0
3290,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3291,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3292,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3293,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3294,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3295,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3296,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3297,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3298,male,senior,white,serious,,1,0,0,1,0,0,0,0,0,1,0,1,0
3299,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3300,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3301,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3302,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3303,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3304,female,senior,white,serious,hat,0,0,0,1,0,0,0,0,0,1,0,1,0
3305,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3306,female,senior,white,smiling,hat,0,0,0,1,0,0,0,0,0,1,0,0,1
3307,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3308,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3309,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3310,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3311,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3312,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3313,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3314,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3315,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3316,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3317,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3318,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3319,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3320,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3321,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3322,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3323,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3324,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3325,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3326,female,senior,white,serious,,0,0,0,1,0,0,0,0,0,1,0,1,0
3327,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3328,female,senior,white,smiling,,0,0,0,1,0,0,0,0,0,1,0,0,1
3329,female,child,white,serious,hat,0,0,1,0,0,0,0,0,0,1,0,1,0
3330,male,child,white,serious,hat,1,0,1,0,0,0,0,0,0,1,0,1,0
3331,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3332,female,teen,white,smiling,,0,0,0,0,1,0,0,0,0,1,0,0,1
3333,male,adult,other,serious,,1,1,0,0,0,0,0,0,1,0,0,1,0
3334,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3335,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3336,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3337,female,adult,white,funny,,0,1,0,0,0,0,0,0,0,1,1,0,0
3338,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
3339,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3340,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3341,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3342,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3343,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3344,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3345,male,adult,black,serious,moustache+beard,1,1,0,0,0,0,1,0,0,0,0,1,0
3346,male,adult,black,smiling,,1,1,0,0,0,0,1,0,0,0,0,0,1
3347,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3348,male,adult,white,funny,moustache+beard,1,1,0,0,0,0,0,0,0,1,1,0,0
3349,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
3350,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
3351,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3352,male,adult,white,smiling,,1,1,0,0,0,0,0,0,0,1,0,0,1
3353,male,teen,white,serious,,1,0,0,0,1,0,0,0,0,1,0,1,0
3354,male,adult,white,smiling,,1,1,0,0,0,0,0,0,0,1,0,0,1
3355,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
3356,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3357,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3358,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
3359,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3360,male,adult,white,smiling,,1,1,0,0,0,0,0,0,0,1,0,0,1
3361,male,teen,white,serious,,1,0,0,0,1,0,0,0,0,1,0,1,0
3362,male,child,white,serious,,1,0,1,0,0,0,0,0,0,1,0,1,0
3363,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3364,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3365,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3366,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3367,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3368,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3369,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3370,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3371,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3372,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3373,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3374,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3375,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3376,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
3377,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
3378,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3379,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3380,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3381,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3382,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
3383,female,adult,white,funny,,0,1,0,0,0,0,0,0,0,1,1,0,0
3384,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3385,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
3386,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3387,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3388,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3389,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
3390,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3391,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3392,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3393,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3394,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
3395,female,adult,white,funny,,0,1,0,0,0,0,0,0,0,1,1,0,0
3396,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
3397,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3398,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
3399,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
3400,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3401,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3402,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
3403,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
3404,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
3405,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
3406,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
3407,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
3408,female,adult,white,funny,,0,1,0,0,0,0,0,0,0,1,1,0,0
3409,female,adult,white,funny,,0,1,0,0,0,0,0,0,0,1,1,0,0
3410,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3411,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3412,female,adult,white,funny,,0,1,0,0,0,0,0,0,0,1,1,0,0
3413,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
3414,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
3415,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
3416,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
3417,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3418,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
3419,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
3420,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3421,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
3422,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
3423,male,adult,white,serious,glasses+moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
3424,male,adult,white,smiling,glasses+moustache,1,1,0,0,0,0,0,0,0,1,0,0,1
3425,male,adult,white,smiling,glasses+moustache,1,1,0,0,0,0,0,0,0,1,0,0,1
3426,male,adult,white,smiling,glasses+moustache,1,1,0,0,0,0,0,0,0,1,0,0,1
3427,male,adult,white,funny,,1,1,0,0,0,0,0,0,0,1,1,0,0
3428,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3429,male,adult,white,funny,,1,1,0,0,0,0,0,0,0,1,1,0,0
3430,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3431,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3432,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3433,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3434,male,adult,white,funny,,1,1,0,0,0,0,0,0,0,1,1,0,0
3435,male,adult,white,funny,,1,1,0,0,0,0,0,0,0,1,1,0,0
3436,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3437,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3438,male,adult,white,funny,,1,1,0,0,0,0,0,0,0,1,1,0,0
3439,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3440,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3441,male,adult,white,funny,,1,1,0,0,0,0,0,0,0,1,1,0,0
3442,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3443,male,adult,white,funny,,1,1,0,0,0,0,0,0,0,1,1,0,0
3444,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3445,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3446,male,adult,white,funny,,1,1,0,0,0,0,0,0,0,1,1,0,0
3447,male,adult,white,funny,,1,1,0,0,0,0,0,0,0,1,1,0,0
3448,male,adult,white,funny,,1,1,0,0,0,0,0,0,0,1,1,0,0
3449,male,adult,white,funny,,1,1,0,0,0,0,0,0,0,1,1,0,0
3450,male,adult,white,smiling,,1,1,0,0,0,0,0,0,0,1,0,0,1
3451,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3452,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3453,male,adult,white,smiling,,1,1,0,0,0,0,0,0,0,1,0,0,1
3454,male,adult,white,smiling,,1,1,0,0,0,0,0,0,0,1,0,0,1
3455,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3456,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3457,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3458,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3459,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3460,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3461,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3462,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3463,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3464,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
3465,female,adult,black,serious,,0,1,0,0,0,0,1,0,0,0,0,1,0
3466,female,adult,black,smiling,,0,1,0,0,0,0,1,0,0,0,0,0,1
3467,female,adult,black,serious,,0,1,0,0,0,0,1,0,0,0,0,1,0
3468,female,adult,black,smiling,,0,1,0,0,0,0,1,0,0,0,0,0,1
3469,female,adult,black,serious,,0,1,0,0,0,0,1,0,0,0,0,1,0
3470,female,adult,black,funny,,0,1,0,0,0,0,1,0,0,0,1,0,0
3471,female,adult,black,funny,,0,1,0,0,0,0,1,0,0,0,1,0,0
3472,female,adult,black,smiling,,0,1,0,0,0,0,1,0,0,0,0,0,1
3473,female,adult,black,serious,,0,1,0,0,0,0,1,0,0,0,0,1,0
3474,female,adult,black,smiling,,0,1,0,0,0,0,1,0,0,0,0,0,1
3475,female,adult,black,funny,,0,1,0,0,0,0,1,0,0,0,1,0,0
3476,female,adult,black,funny,,0,1,0,0,0,0,1,0,0,0,1,0,0
3477,female,adult,black,smiling,,0,1,0,0,0,0,1,0,0,0,0,0,1
3478,female,adult,black,funny,,0,1,0,0,0,0,1,0,0,0,1,0,0
3479,female,adult,black,smiling,,0,1,0,0,0,0,1,0,0,0,0,0,1
3480,female,adult,black,serious,,0,1,0,0,0,0,1,0,0,0,0,1,0
3481,female,adult,black,serious,,0,1,0,0,0,0,1,0,0,0,0,1,0
3482,female,adult,black,smiling,,0,1,0,0,0,0,1,0,0,0,0,0,1
3483,female,adult,black,serious,,0,1,0,0,0,0,1,0,0,0,0,1,0
3484,female,adult,black,serious,,0,1,0,0,0,0,1,0,0,0,0,1,0
3485,female,adult,black,smiling,,0,1,0,0,0,0,1,0,0,0,0,0,1
3486,female,adult,black,smiling,,0,1,0,0,0,0,1,0,0,0,0,0,1
3487,male,adult,white,funny,moustache,1,1,0,0,0,0,0,0,0,1,1,0,0
3488,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
3489,female,adult,black,serious,,0,1,0,0,0,0,1,0,0,0,0,1,0
3490,female,adult,black,smiling,,0,1,0,0,0,0,1,0,0,0,0,0,1
3491,female,adult,black,smiling,,0,1,0,0,0,0,1,0,0,0,0,0,1
3492,female,adult,black,serious,,0,1,0,0,0,0,1,0,0,0,0,1,0
3493,female,adult,black,serious,,0,1,0,0,0,0,1,0,0,0,0,1,0
3494,female,adult,black,funny,,0,1,0,0,0,0,1,0,0,0,1,0,0
3495,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3496,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3497,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3498,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
3499,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
3500,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
3501,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
3502,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
3503,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
3504,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3505,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3506,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3507,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3508,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3509,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3510,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3511,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3512,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3513,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3514,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3515,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3516,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3517,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
3518,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
3519,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3520,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3521,male,adult,white,funny,moustache+beard,1,1,0,0,0,0,0,0,0,1,1,0,0
3522,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3523,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3524,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3525,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3526,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3527,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3528,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3529,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3530,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3531,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
3532,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
